,success_probability,predicted_successful,confidence,key_factors,player
231,0.7687194645100921,True,Medium,"{'positive_factors': [], 'negative_factors': ['before_WS/40', 'cluster', 'before_USG%', 'before_OWS', 'before_G_x']}",rj-godfrey-1
232,0.7583322249113972,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",josh-dix-1
233,0.6861802731231595,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",jason-edwards-3
234,0.4914488130835146,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",trey-green-2
235,0.4716627312247339,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",dion-brown-3
236,0.7002928980116809,True,Medium,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",max-mackinnon-1
237,0.753609171490532,True,Medium,"{'positive_factors': ['cluster', 'adjt_change', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%']}",isaia-howard-1
238,0.5479052153050777,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",andrew-rohde-1
239,0.7552323809642375,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",isaac-mckneely-1
240,0.7840085722357684,True,Medium,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",all-wright-1
241,0.7584023450945152,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",jeremiah-wilkinson-1
